route,sample,venue,bridg_listed,bridg_compare_only,direct_out,direct_fixed_fee,direct_out_fee_adj,direct_cmp,gap_bps,bridg_fee_observed,gap_ex_bridg_fee_bps,gap_s,venue_status,direct_note,bridg_requestStart,bridg_quoteVisible,venue_requestStart,venue_quoteVisible,run_id
SOL->ETH,1,allbridge,99.85005,True,99.9,0.014509,,99.9,-5.0,0.05,0.0,0.126,OK,"+0.014509 SOL (relayer fee, fee=native) charged on top of 100 input (not converted)",2026-09-23T09:38:07.965Z,2026-09-23T09:38:09.089Z,2026-09-23T09:38:07.968Z,2026-09-23T09:38:09.215Z,ff7bbb2f504b
SOL->ETH,1,cctp,98.645096,True,99.99,,,99.99,-134.49,0.05,-129.49,2.277,OK,via Portal (CCTPv2StandardExecutorRoute); executor fee hidden until wallet connect,2026-09-23T09:38:07.965Z,2026-09-23T09:38:09.089Z,2026-09-23T09:38:07.969Z,2026-09-23T09:38:11.366Z,ff7bbb2f504b
SOL->ETH,1,husher,99.1504,False,99.05,,,99.05,10.04,0.05,15.04,0.107,OK,,2026-09-23T09:38:07.965Z,2026-09-23T09:38:09.089Z,2026-09-23T09:38:07.969Z,2026-09-23T09:38:09.196Z,ff7bbb2f504b
SOL->ETH,1,layerswap,99.545941,False,99.730239,,,99.730239,-18.43,0.05,-13.43,1.242,OK,,2026-09-23T09:38:07.965Z,2026-09-23T09:38:09.089Z,2026-09-23T09:38:07.964Z,2026-09-23T09:38:10.331Z,ff7bbb2f504b
SOL->ETH,1,meson,99.85005,True,99.71,,,99.71,14.01,0.05,19.01,0.888,OK,,2026-09-23T09:38:07.965Z,2026-09-23T09:38:09.089Z,2026-09-23T09:38:07.969Z,2026-09-23T09:38:08.201Z,ff7bbb2f504b
SOL->ETH,1,simpleswap,97.433809,False,98.198817,,,98.198817,-76.5,0.05,-71.5,1.734,OK,selected card: Best rate / Decentralized; best card 98.198817,2026-09-23T09:38:07.965Z,2026-09-23T09:38:09.089Z,2026-09-23T09:38:07.970Z,2026-09-23T09:38:10.823Z,ff7bbb2f504b
SOL->ETH,1,skip-go,99.646196,False,99.68411,,,99.68411,-3.79,0.05,1.21,1.345,OK,,2026-09-23T09:38:07.965Z,2026-09-23T09:38:09.089Z,2026-09-23T09:38:07.965Z,2026-09-23T09:38:10.434Z,ff7bbb2f504b
SOL->ETH,1,symbiosis,98.942884,False,98.942884,,,98.942884,0.0,0.05,5.0,1.791,OK,,2026-09-23T09:38:07.965Z,2026-09-23T09:38:09.089Z,2026-09-23T09:38:07.965Z,2026-09-23T09:38:10.880Z,ff7bbb2f504b
ETH->SOL,1,relay,99.690233,False,99.94557,,,99.94557,-25.53,0.05,-20.53,0.478,OK,,2026-09-23T09:38:34.979Z,2026-09-23T09:38:36.130Z,2026-09-23T09:38:34.978Z,2026-09-23T09:38:36.608Z,4e1d1659ffdf
ETH->SOL,1,debridge,98.789632,False,99.920018,1.1313,98.788718,98.788718,0.09,0.05,5.09,0.182,OK,+1.1313 USDC charged on top of 100 input (subtracted),2026-09-23T09:38:34.979Z,2026-09-23T09:38:36.130Z,2026-09-23T09:38:34.979Z,2026-09-23T09:38:36.312Z,4e1d1659ffdf
ETH->SOL,1,lifi,98.982957,False,99.94557,,,99.94557,-96.26,0.05,-91.26,41.53,OK,Jumper Best Return via Relay; max route 100.0,2026-09-23T09:38:34.979Z,2026-09-23T09:38:36.130Z,2026-09-23T09:38:34.981Z,2026-09-23T09:39:17.660Z,4e1d1659ffdf
ETH->SOL,1,across,,,99.99,,,99.99,,0.05,,0.002,OK,,2026-09-23T09:38:34.979Z,2026-09-23T09:38:36.130Z,2026-09-23T09:38:34.977Z,2026-09-23T09:38:36.132Z,4e1d1659ffdf
ETH->SOL,1,mayan,99.490132,False,99.539,,,99.539,-4.89,0.05,0.11,0.097,OK,Swift v2; UI shows 3 dp,2026-09-23T09:38:34.979Z,2026-09-23T09:38:36.130Z,2026-09-23T09:38:34.977Z,2026-09-23T09:38:36.227Z,4e1d1659ffdf
ETH->SOL,1,allbridge,99.85005,False,99.9,0.000137,,99.9,-5.0,0.05,0.0,0.022,OK,"+0.000137 ETH (relayer fee, fee=native) charged on top of 100 input (not converted)",2026-09-23T09:38:34.979Z,2026-09-23T09:38:36.130Z,2026-09-23T09:38:34.982Z,2026-09-23T09:38:36.152Z,4e1d1659ffdf
ETH->SOL,1,cctp,99.790141,False,99.980001,,,99.980001,-18.99,0.05,-13.99,2.271,OK,via Portal (CCTPv2FastExecutorRoute); executor fee hidden until wallet connect,2026-09-23T09:38:34.979Z,2026-09-23T09:38:36.130Z,2026-09-23T09:38:34.982Z,2026-09-23T09:38:38.401Z,4e1d1659ffdf
ETH->SOL,1,husher,99.45025,False,99.35,,,99.35,10.03,0.05,15.03,0.162,OK,,2026-09-23T09:38:34.979Z,2026-09-23T09:38:36.130Z,2026-09-23T09:38:34.982Z,2026-09-23T09:38:36.292Z,4e1d1659ffdf
ETH->SOL,1,layerswap,99.591797,False,99.673448,,,99.673448,-8.17,0.05,-3.17,0.971,OK,,2026-09-23T09:38:34.979Z,2026-09-23T09:38:36.130Z,2026-09-23T09:38:34.977Z,2026-09-23T09:38:37.101Z,4e1d1659ffdf
ETH->SOL,1,meson,99.45025,False,99.1,,,99.1,35.03,0.05,40.03,0.844,OK,,2026-09-23T09:38:34.979Z,2026-09-23T09:38:36.130Z,2026-09-23T09:38:34.982Z,2026-09-23T09:38:35.286Z,4e1d1659ffdf
ETH->SOL,1,simpleswap,97.141702,False,,,,,,0.05,,,NO_QUOTE,selected card: None; best card None,2026-09-23T09:38:34.979Z,2026-09-23T09:38:36.130Z,2026-09-23T09:38:34.983Z,,4e1d1659ffdf
ETH->SOL,1,skip-go,99.681442,False,99.71931,,,99.71931,-3.79,0.05,1.21,1.374,OK,,2026-09-23T09:38:34.979Z,2026-09-23T09:38:36.130Z,2026-09-23T09:38:34.980Z,2026-09-23T09:38:37.504Z,4e1d1659ffdf
ETH->SOL,1,symbiosis,98.940457,False,98.940457,,,98.940457,0.0,0.05,5.0,1.419,OK,,2026-09-23T09:38:34.979Z,2026-09-23T09:38:36.130Z,2026-09-23T09:38:34.978Z,2026-09-23T09:38:37.549Z,4e1d1659ffdf
ETH->SOL,1,lifi,98.982917,False,99.945573,,,99.945573,-96.27,0.05,-91.27,1.036,OK,Jumper Best Return via Relay; max route 100.0,2026-09-23T09:39:31.023Z,2026-09-23T09:39:31.893Z,2026-09-23T09:39:31.023Z,2026-09-23T09:39:32.929Z,f32aca9681f6
SOL->BSC,1,relay,99.599237,False,99.651251,,,99.651251,-5.2,0.05,-0.2,0.548,OK,,2026-09-23T09:39:55.786Z,2026-09-23T09:39:56.753Z,2026-09-23T09:39:55.786Z,2026-09-23T09:39:57.301Z,abf62c126516
SOL->BSC,1,debridge,98.647248,False,99.920016,1.2738,98.646216,98.646216,0.1,0.05,5.1,0.633,OK,+1.2738 USDC charged on top of 100 input (subtracted),2026-09-23T09:39:55.786Z,2026-09-23T09:39:56.753Z,2026-09-23T09:39:55.786Z,2026-09-23T09:39:57.386Z,abf62c126516
SOL->BSC,1,lifi,99.228016,False,99.930623,,,99.930623,-70.26,0.05,-65.26,1.052,OK,Jumper Best Return via Mayan (Swift); max route 99.930623,2026-09-23T09:39:55.786Z,2026-09-23T09:39:56.753Z,2026-09-23T09:39:55.786Z,2026-09-23T09:39:57.805Z,abf62c126516
SOL->BSC,1,across,,,99.982074,,,99.982074,,0.05,,0.039,OK,,2026-09-23T09:39:55.786Z,2026-09-23T09:39:56.753Z,2026-09-23T09:39:55.785Z,2026-09-23T09:39:56.792Z,abf62c126516
SOL->BSC,1,mayan,99.880695,True,99.93,,,99.93,-4.93,0.05,0.07,0.244,OK,Swift v2; UI shows 2 dp,2026-09-23T09:39:55.786Z,2026-09-23T09:39:56.753Z,2026-09-23T09:39:55.785Z,2026-09-23T09:39:56.997Z,abf62c126516
SOL->BSC,1,husher,99.7501,False,99.65,,,99.65,10.01,0.05,15.01,0.168,OK,,2026-09-23T09:39:55.786Z,2026-09-23T09:39:56.753Z,2026-09-23T09:39:55.787Z,2026-09-23T09:39:56.921Z,abf62c126516
SOL->BSC,1,layerswap,99.678432,False,99.863073,,,99.863073,-18.46,0.05,-13.46,1.333,OK,,2026-09-23T09:39:55.786Z,2026-09-23T09:39:56.753Z,2026-09-23T09:39:55.785Z,2026-09-23T09:39:58.086Z,abf62c126516
SOL->BSC,1,meson,99.85005,True,99.88,,,99.88,-2.99,0.05,2.01,0.695,OK,,2026-09-23T09:39:55.786Z,2026-09-23T09:39:56.753Z,2026-09-23T09:39:55.787Z,2026-09-23T09:39:56.058Z,abf62c126516
SOL->BSC,1,simpleswap,97.60014,False,98.139,,,98.139,-53.89,0.05,-48.89,1.738,OK,selected card: Best rate; best card 98.139,2026-09-23T09:39:55.786Z,2026-09-23T09:39:56.753Z,2026-09-23T09:39:55.787Z,2026-09-23T09:39:58.491Z,abf62c126516
BSC->SOL,1,relay,99.629905,False,99.885572,,,99.885572,-25.57,0.05,-20.57,0.56,OK,,2026-09-23T09:40:21.976Z,2026-09-23T09:40:22.950Z,2026-09-23T09:40:21.976Z,2026-09-23T09:40:23.510Z,3fdbc5571141
BSC->SOL,1,debridge,98.872119,False,99.920017,1.0487,98.871317,98.871317,0.08,0.05,5.08,0.56,OK,+1.0487 USDC charged on top of 100 input (subtracted),2026-09-23T09:40:21.976Z,2026-09-23T09:40:22.950Z,2026-09-23T09:40:21.976Z,2026-09-23T09:40:23.510Z,3fdbc5571141
